p_num,isws_facility_id,owner,fac_well_num,depth_total_last_known,lam_x,lam_y,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
405199,19716655,CENTRAL SOD FARMS - WILL CTY,7,205,3346875,3149833,,,,,,,,,,,,,,,13500000,,43000000,,22500000,40920000,,,,,,,,,,,,,,,,,,,
405221,19716655,CENTRAL SOD FARMS - WILL CTY,8,325,3351729,3157934,,,,,,,,,,,,,,,5625000,14256000,25920000,,,,,,,,,,,,,,,,,,,,,,
405294,19790350,ELWOOD,6,1725,3380445,3054515,,,,,,,,,,,,,,,,,,,51873000,51873000,51271000,44843000,80608000,24086000,944000,443000,443000,443000,,,,,,,,,,,
405295,19790020,GATEWAY MHP,2,300,3443026,3077361,,,,,,,,,,,,,,,,6441500,,6576545,,8107000,10950000,12724000,11819795,11819795,11819795,17268000,17268000,17268000,14283000,15392000,16880000,18696000,13063000,15284000,15806000,12679000,16591000,14858000,
405296,19790700,NEW LENOX,11,301,3431893,3087161,,,,,,,,,,,,,,,,,28137000,146485000,246534000,277951000,225218000,16940000,,,,,,0,0,504000,504000,504000,,,,,0,0,
405297,19790900,ROMEOVILLE,11,1555,3370967,3133739,,,,,,,,,,,,,,,,,,,182625500,208498500,152377000,166243500,107433120,146208240,115337200,56000000,130912600,147874000,136418000,139530359,138718000,163393700,277488700,4214000,103437000,135247000,134757000,199950000,
405298,19795080,SHOREWOOD,7,210,3353022,3105003,,,,,,,,,,,,,,,,,,,73223000,61080000,56874000,72036000,139700000,146214000,161896000,157914000,196147000,143867000,114055000,83019000,71722000,82454000,56991000,47255800,47923000,59397000,54141000,63220000,57974000
405331,19713336,GRAYSTONE GOLF ENTERPRISES,1,250,3462398,3103591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4970000,5500000,5500000,,,,,,,,
405332,19713336,GRAYSTONE GOLF ENTERPRISES,2,200,3462398,3103591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,,200000,,,,,,,,
405333,19713336,GRAYSTONE GOLF ENTERPRISES,3,200,3462398,3103591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,200000,,,,,,,,,
405342,19716132,VULCAN MATERIAL - JOLIET 340,1,200,3386735,3087205,,,,,,,,,,,,,,,,,,,,11232,,18720,135470000,141300000,,,,,,,,,,,,,,,
405343,19716132,VULCAN MATERIAL - JOLIET 340,2,165,3384307,3079337,,,,,,,,,,,,,,,,,,,,15600,54750,24960,,,,,,,,,,,,,,,,,
405365,19713320,STEPAN CHEMICAL COMPANY,1,1407,3365750,3064552,,,,,,,,,,,,,,,,,303844000,,,,,,,,,,,,,,,,,,,,,,
405373,19713320,STEPAN CHEMICAL COMPANY,4,1415,3366290,3064422,,,,,,,,,,,,,,,,53583000,,,274137000,233664000,236520000,152910000,241175000,85150000,858541100,,,298864000,267970000,121910000,187055000,286350000,,,,,,,
405383,19729982,OZINGA BROTHERS INC PLAINFIELD,1,800,3359023,3127471,,,,,,,,,,,,,,,,1200000,4000000,5600000,2800000,5200000,6100000,5900000,7900000,8400000,8500000,4200000,4200000,3000000,1100000,250000,150000,350000,450000,1500000,440000,860000,230000,25000,
405409,19714747,EVERGREEN SOD FARM,2,256,3474237,3030547,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000,26500000,18000000,16500000,14600000,10000000,,,,,,15000,
405421,19714256,STAN'S LANDSCAPING,1,385,3480998,3072732,,,,,,,,,,,,,,,,,19300000,,,,73000,150000,300000,325000,350000,360000,380000,250000,100000,,,,,,,,,,
405432,,VCNA PRAIRIE - YARD 130 – SHOREWOOD,2,25,3346038,3061301,,,,,,,,,,,,,,,,3360000,,,3360000,3360000,,,,,,,,,,,,,,,,,,,
405438,19769170,BRANDON ROAD LOCK AND DAM,3,780,3380746,3086982,,,,,,,,,,,,,,,,,,37595,37595,37595,37595,37595,37595,37595,39420,37595,39420,39420,39420,49395,49395,49395,,,,,,,
405460,19713600,CATERPILLAR INC - JOLIET,4,1550,3373145,3080744,,,,,,,,,,,,,,,,,,,52601000,62038000,48783428,38350000,42722000,49925000,76488000,81597000,81597000,99122000,71663000,52754000,36412000,47645000,34528000,35852000,21550345,20860925,16829365,21256410,5864190
405530,19714287,WILLE BROTHERS READY MIX,1,270,3440445,3058880,,,,,,,,,,,,,,,,,,,4750000,5000000,6300000,6300000,6300000,,4800000,4800000,2000000,1300000,2569103,2351754,2351754,,,,,,,,
405554,19790450,JOLIET,15,1566,3346525,3105379,,,,,,,,,,,,,,,,,,,,,,,,,269497000,188360000,221883000,221883000,68629000,51970000,52763000,109413000,12573000,241783000,270506000,,341776,142274000,
405556,19729981,OZINGA BROS INC - MOKENA PLANT,1,253,,,,,,,,,,,,,,,,,,,3000000,4300000,4950000,4300000,3850000,4250000,4250000,3700000,4700000,5300000,4100000,2800000,2300000,2600000,2400000,3200000,3200000,3400000,4100000,3100000,3100000,2400000,
405564,19714719,HIDDEN MEADOWS GOLF COURSE,1,350,3488774,3071746,,,,,,,,,,,,,,,,,5000000,,,16200000,19440000,19440000,19440000,,9213352,,,,,,,,,,,,,,
405567,19797930,JOLIET CORRECTIONAL CENTER,4,1548,3389359,3101988,,,,,,,,,,,,,,,,,,42646250,54942000,29184750,24734520,21965000,22447500,22102000,2250000,9245116,,,,,,,,,,,,,
409159,19795930,LAKEWOOD SHORES IMPROVEMENT ASSN,2,700,3370431,3004942,2609100,3137700,2008200,1886760,1886760,2000000,1443100,5642000,4057300,3278800,2545600,629300,975800,2553400,2413500,1756400,949700,2207100,6155000,2097300,5701500,2519300,,,,,,,,,,,,,,,,,
409160,19795930,LAKEWOOD SHORES IMPROVEMENT ASSN,1,700,3370223,3007742,2435600,1718800,3004800,5788700,5788700,5600000,5481000,2519100,2449500,1936900,4582100,1892400,2408000,893800,3064700,5143200,3383200,3628800,5403100,1672000,1161900,993900,129400,,,,,,,,,,,,,,3598000,1334500,
409161,19795930,LAKEWOOD SHORES IMPROVEMENT ASSN,3,700,3370980,3005696,4343800,4361600,4634800,4677000,4677000,4700000,6593300,6321400,10064200,10319100,7368700,6655200,4711800,5617600,7311000,5829700,635100,1660100,1178200,6755500,5268200,4270100,2426000,,,,,,,,,,,,,,,,
409162,19795930,LAKEWOOD SHORES IMPROVEMENT ASSN,4,700,3370646,3006529,5896900,5909800,6343600,5192900,5192900,5200000,3955700,4830200,124600,33000,430200,5593100,5916600,5976300,2693400,2000000,9659800,5227900,1653100,4996600,5393200,7867800,8628400,,,,,,,,,,,,,,,,
409163,19790150,BRAIDWOOD,3,1733,3349913,3005150,64021000,69952000,77476000,119400000,103606000,103085000,85890000,91260000,73148000,58810000,67380000,70540000,68770000,101610000,101610000,,87412000,34716000,118766000,100316000,90831000,101240000,118012000,146955000,86870000,129360000,145690000,163011000,124743000,151383000,107945000,132389000,132560000,168121000,61460000,50254000,52220000,62215000,
409164,19790150,BRAIDWOOD,1,1647,3350741,2999207,19841000,25960000,23998000,18720000,18015000,13815000,18960000,21680000,22970000,22050000,26720000,23280000,26570000,9940000,9940000,,15941000,34716000,11727000,10878000,19428000,18262000,18446000,14254000,21139000,17471000,15316000,13795000,15450000,14813000,15205000,18408000,15933000,18778000,28598000,23973000,26259000,15735000,
409165,19790150,BRAIDWOOD,2,846,3350720,2999995,34838000,34598000,30813000,10441000,21770000,27500000,32850000,33360000,28950000,29710000,27100000,23520000,22540000,24250000,24250000,,19117000,34716000,16556000,23118000,28999000,28781000,24607000,2105000,36315000,27033000,25507000,22757000,22973000,22388000,6896000,22694000,28001000,31696000,44822000,44258000,45270000,33885000,
409166,19797940,KANKAKEE CORRECTIONAL CENTER,2,751,3406196,2981553,500000,2350000,2100000,125000,1460000,2190000,1460000,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
409168,19797940,KANKAKEE CORRECTIONAL CENTER,3,1700,3406416,2981441,,,,,,,730000,2190000,2830000,3622154,2698684,3321632,4605910,5544864,6970899,7298518,7303967,7542627,8228233,8228233,6971500,6971500,6971500,,,,,4830670,3074344,,,,,,,,,,
409169,19797940,KANKAKEE CORRECTIONAL CENTER,1,255,3406632,2981199,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409170,19791100,WILMINGTON,1,710,3370125,3015540,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
409171,19791100,WILMINGTON,2,1566,3370188,3015648,105009000,107606000,57932000,49849000,74412000,55807000,49926000,48902000,48279000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
409172,19795445,RIVERSIDE MHP,1,,3367071,3012419,400000,252000,275000,300000,365000,365000,365000,365000,365000,365000,365000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409173,19791100,WILMINGTON,3,1578,3369896,3014329,73823000,84356000,131564000,153072000,151742000,181549000,148688000,171139000,160936000,,,,0,,,,576000,576000,650000,11160000,4057200,288000,432000,580000,576000,732000,1680000,3294000,,228000,156000,,279200,,,,,4800,
409174,19790750,PEOTONE,4,300,3467449,3027678,62220000,72236000,52347000,43453000,68133000,60350000,71908000,52469000,64942000,71918000,70071000,70964000,67493000,40342000,54480000,50632000,51020000,,32419000,35710000,36832000,39474000,42004000,37423000,42722000,42088000,45041000,46096000,46723000,31799000,39699000,37133000,33480000,48301000,36753000,36086000,37691300,,
409175,19790750,PEOTONE,3,300,3463545,3025345,55700000,51474000,86209000,114594000,93432000,90624000,67870000,98408000,69197000,56034000,71819000,68243000,55426000,51478000,49807000,47607000,106212000,,56520000,51705000,64270000,61100000,56779000,48468000,52658000,46384000,52277000,46435000,46630000,55412000,56757000,65273000,61815000,41275000,51498000,60430000,59281400,,
409176,19790750,PEOTONE,2,135,3467604,3026057,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409177,19790750,PEOTONE,1,135,3467533,3026057,2000000,0,900000,387700,7656000,1661000,4754000,4709000,6108000,,24334000,24022000,24783000,27858000,27024000,31845000,41583000,,35653000,34943000,29757000,30661000,29337000,37427000,38053000,40953000,39147000,37742000,37044000,38075000,37444000,40016000,38535000,37066000,34426000,28575000,29108000,,
409179,19790050,BEECHER,3,500,3518251,3034058,,,,,,,,4942000,32419000,47008800,51874000,67405000,85077000,112581000,71722000,67241000,49442000,46060000,53148000,48570000,,41149000,64579000,64752000,73660000,64340000,64340000,68253000,68253000,68253000,40841000,68006000,72774000,76411000,59940000,51494000,54676000,58381000,
409180,19790050,BEECHER,2,230,3511432,3030331,36019800,38425300,40525700,44241300,44241300,55731100,53483500,47887600,30246300,25764300,22244000,9490400,,,,,,,,,,,,,,,,,,,,,,,,,,,
409181,19790050,BEECHER,1,164,3511502,3030337,41539200,40027500,46262000,44107000,44107000,52888100,46808600,49931300,30852700,23430400,24036800,22871700,,,,,,,,,,,,,,,,,,,,,,,,,,,
409182,19795465,TREASURE ISLAND MHP,4,604,3355198,3068332,0,0,0,0,0,0,,0,,11282276,14408120,,,3942000,3942000,3066000,,,,2710000,2710000,2625000,,,,,,,,,,,,,,,,,
409183,19795465,TREASURE ISLAND MHP,2,71,3355268,3069074,0,0,0,0,0,0,,0,,8429920,14408120,,,,,3066000,,,,2710000,2710000,2625000,,,,,,,,,,,,,,,,,
409184,19795465,TREASURE ISLAND MHP,1,,3355153,3068648,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409185,19795465,TREASURE ISLAND MHP,3,,3354631,3069103,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409186,19795465,TREASURE ISLAND MHP,5,58,3355285,3068410,12592500,6631000,7600000,8300000,8700000,7000000,6051700,10633545,5029000,,,,,3942000,3942000,3066000,,,,2710000,2710000,2625000,,,,,,,,,,,,,,,,,
409188,19795465,TREASURE ISLAND MHP,7,,3355341,3068957,,,,,,,,,,,,,,,,,,,,2710000,2710000,2625000,,,,,,,,,,,,,,,,,
409191,06390550,MINOOKA,7,50,3343191,3065418,,,,,,,,0,9664000,63360000,,,,64459000,67576000,,,,80177000,60612500,57178500,82327000,82060000,92182500,104361000,57485000,3706500,3706500,3706500,17185000,16009000,17363000,,,,,,,
409192,06390550,MINOOKA,6,50,3343004,3065399,,,,,,,,0,22024000,48598000,,,,64459000,67576500,,,,80177000,60612500,57178500,82327000,82060000,92182500,104361000,57485000,3706500,3706500,3706500,28883000,29200000,30261000,,,,,,,
409193,06390550,MINOOKA,5,41,3344055,3062396,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409194,19790200,CHANNAHON,1,765,3353686,3061162,2750000,2730000,3370000,3810000,4840000,5990000,8010000,10321000,8220000,16778000,16778000,16778000,92000,92000,100000,16541700,,,23576600,29661800,13315000,17928000,4371000,2041000,986000,129000,286000,506000,338000,34000,,,,,0,,0,0,
409195,19790350,ELWOOD,2,225,3380070,3050806,6479000,6706800,6706000,0,0,9000000,8079000,6059000,,6723300,6723300,6248070,6248070,6248070,,,18912500,,11208000,,8323000,22510000,27714000,11519400,,,,,,,,,,,,,,,
409196,19790350,ELWOOD,1,934,3379711,3050521,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409197,19790350,ELWOOD,3,230,3379359,3050272,9718000,10783300,10783300,0,0,9000000,8078000,6059000,,6723300,6723300,6248070,6248070,6248070,,,18912500,,,1585000,10494000,22804000,19565000,,,,,,,,,,,,,,,,
409198,19790350,ELWOOD,4,300,3379080,3049115,9718000,9290900,9290900,36090100,36090100,8900000,8078000,6059000,,6723300,6723300,6248070,6248070,6248070,,,,,,,125000,108000,,,,,,,,,,,,,,,,,
409200,19790550,MANHATTAN,4,115,3414004,3059233,10366000,6926000,5347000,15953000,10854000,14946000,13876000,7985000,111953000,10627000,22651000,19813000,23293666,932000,4312000,6179000,1935600,,26807000,,,7075000,1620000,793000,2098000,4857000,4857000,,,,,,,,,,,0,
409201,19790550,MANHATTAN,5,305,3411420,3060846,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
409202,19790550,MANHATTAN,2,156,3413301,3057315,49202000,60560000,55557000,42400000,48699000,43155000,55738000,67848000,55188000,63685000,61195000,64872000,23293666,8630000,2236000,1243000,1162000,,4348000,,,187000,233000,2217000,616000,1305000,1305000,760000,,,,,,,,,,0,
409203,19790550,MANHATTAN/WABASH RAILROAD,3,187,3413033,3057340,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,
409204,19790550,MANHATTAN,1,105,3413590,3057544,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409205,19795030,AQUA ILLINOIS - UNIVERSITY PARK,4,489,3484613,3071259,0,0,0,0,102000,140000,330000,144000,120000,148160,281000,278000,359240,53000,157000,187000,,,5528,44370,59737,128290,,,,,,,,,,,,,,,,,
409206,19795030,AQUA ILLINOIS - UNIVERSITY PARK,7,488,3499025,3065631,8100000,0,0,0,23800000,13800000,0,0,,,,12458000,0,,,,,,,0,,,,,,,,,,,1861000,593006,2139000,3566000,840000,834000,3958000,,
409207,19795030,AQUA ILLINOIS - UNIVERSITY PARK,2,499,3495189,3064620,167374000,30344000,154800000,161498000,50284000,50200000,30300000,44753000,63888000,95153000,35058000,27434000,22612000,54904000,8521000,8006000,,,12772000,11056500,10324500,45570164,18713000,28283000,29041000,76398000,202683533,98178250,149918979,167924293,145219898,159162414,142467501,139868279,151977000,157052000,149025000,,
409208,19795030,AQUA ILLINOIS - UNIVERSITY PARK,1,480,3497394,3063880,75702000,198699000,148700000,156626000,274518000,244900000,251200000,241726000,243800000,194478000,320252000,330489000,311714000,200390000,242749000,275186000,,,300271000,300290000,314727000,312013000,278040000,306888000,292777000,204354000,188708000,222011187,164506002,162799334,171388693,162478772,147741709,141886463,129942800,150352000,99885000,,
409209,19795030,AQUA ILLINOIS - UNIVERSITY PARK,5,524,3488960,3065516,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409211,19795030,AQUA ILLINOIS - UNIVERSITY PARK,3,457,3478460,3062975,66170000,41121000,68900000,96629000,144235000,122800000,104200000,89550000,113276000,102573000,189221000,116362000,125106000,111798000,122745000,88312000,,,76647000,93700000,95216000,103678000,141406000,137638000,165399000,228157846,125306871,170299105,164349575,149220691,133483084,116139387,119117698,89139930,83901000,167327000,157371000,,
409212,19795030,AQUA ILLINOIS - UNIVERSITY PARK,6,460,3475669,3063037,0,5284000,35800000,63187000,31666000,17000000,8900000,56742000,17414000,44903000,3494000,15686000,17653000,4163000,6885000,2291000,,,5903000,8457000,4711300,16714000,10336200,39960000,31072000,11926624,47005808,486915,38729,1204190,9343933,2838895,2856725,863096,11071000,386000,2576000,,
409213,19790650,MONEE,1,166,3480882,3057393,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409214,19790650,MONEE,2,519,3481136,3057373,0,639000,338600,338600,338600,0,400000,671600,,766500,,,,,,,,,,10000,,,,,,,,,,,,,,,,0,0,0,
409215,19790650,MONEE,3,490,3479015,3057819,27272200,25983700,32026600,32026600,32026600,27030400,27030400,33015600,31692000,31804500,33092000,40000000,56000000,57729600,455632600,,,,78618800,10529000,,61264000,55920000,49310000,78008000,69077000,60782000,60782000,60782000,76530000,76530000,57365000,61875000,73329000,71751000,74244000,85925000,87596000,
409216,19790300,CRETE,6,520,3522804,3072722,0,13514800,9205500,12541100,28715400,59259000,60571600,75957800,45000000,50292100,52947200,68447000,35435200,35435200,35435200,34613240,51223200,51272000,52029600,44422200,63596600,52099700,67806600,49454100,52003500,33528900,39160800,27936100,29638900,26090800,26282000,31655700,28770100,32398900,40420500,33182000,33695800,27233000,
409217,19790300,CRETE,4,350,3516184,3076375,89825000,50639000,35623000,75489000,97538300,73039200,79207000,54367000,60000000,65382000,67466000,61466000,71714400,71714400,71714400,71531440,68043700,70409500,65436200,74627100,68019000,82863800,64348200,60961800,33075500,45853300,29374500,42193000,56363000,65790000,50697000,66310000,49839000,52449000,53857000,47603000,46322000,51385000,
409218,19795170,BECKWITH SUBD,2,,3519532,3073159,730000,912500,720000,0,900000,950000,1000000,2874375,1861500,1473500,2190000,2874375,2874375,,,,1780450,,,1825000,1825000,,,4583500,3718200,1031800,1158900,498800,1029100,1048900,1170600,1557400,346300,379200,134300,781700,604100,8500,
409219,19795170,BECKWITH SUBD,1,,3519520,3073625,730000,912500,720000,1560000,900000,950000,1000000,2874375,1861500,1473500,2190000,2874375,2874375,,,,1780450,,,1825000,1825000,3214900,3581900,,831700,1503900,1667800,1870000,1311500,1256700,1170600,1557400,2357900,1405100,2133200,1510600,1908900,3994500,
409220,19795840,HUNTLEY COMMUNITY SUBD,1,155,3518262,3073799,1768950,1510530,1280400,1280400,1280400,1648080,1637580,2360190,1540820,1373870,2226090,2436174,2436174,1340280,1340280,1132560,766500,,,,,,,,,,,,,,,,,,,,,,
409222,03194860,STEGER,1,318,3507865,3076601,19660200,5256000,23519900,2248600,9592900,7119100,0,0,,,1018000,,,,,,1886000,,,,,2158000,318000,,,1298000,,,,,,,,,,,,,
409223,03194860,STEGER,2,325,3507757,3076610,188251000,154611000,134545000,183861000,168117000,178449000,163235000,184254000,182301000,172391000,189054000,147752000,183548000,192504000,190222000,172251000,190878000,215222000,212852000,185192000,185192000,141253000,176815000,144566000,145348000,133800000,139820000,130176000,131208000,121085000,123362000,106476000,,,,,,,
409224,19795125,GIANNIS MHP,1,,3509272,3072979,766500,1007400,920000,1160000,1170000,1000000,1000000,1060000,970000,1060325,255500,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,
409225,19790300,CRETE,2,264,3509401,3066874,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409226,19790300,CRETE,1,192,3509401,3067534,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409227,19790300,CRETE,3,263,3509388,3068651,23570200,10059500,7986500,19390000,14523300,0,0,0,,,26571100,26571100,61063700,61063700,61063700,59880740,35740600,40759600,44746100,3729300,42663800,39952000,41587200,29967700,26229700,18777600,21361900,15030800,30361100,30735500,26720000,29869000,19536000,20969000,29899000,27347000,30127000,27261000,
409228,19790300,CRETE,5,265,3510451,3064057,56269000,59538000,44394000,61812000,68284000,49359000,62176000,46413000,35000000,23573000,32814000,32814000,12363000,12363000,12363000,12180040,20840200,27343300,27308100,25633200,29226500,29038200,23225800,,,,,,,,,,,0,,,,0,
409229,19795180,BALMORAL HEIGHTS SUBD,2,273,3509615,3058238,7116900,5981300,4351050,5185000,5359000,5183400,4796000,5157800,4593000,5053200,5499000,5179000,4214000,5066000,4942000,5049500,6634100,5779000,5418300,3189400,3024800,3060700,2897800,3183600,2963600,2859400,3026400,3000000,2987900,2838200,2776800,3065200,2883100,2615500,2583600,3179400,3055936,2868076,
409230,19795180,BALMORAL HEIGHTS SUBD,3,250,3509838,3058457,,,,,,95200,2180000,2344700,2068000,2069400,2737000,2594000,2154000,2316000,2461000,2024300,,0,2330400,3960800,3744100,3802200,3641400,3673000,4200200,3410804,3543713,3551380,3388606,3249942,3137644,3248261,3120387,2886594,2951386,3595221,3565157,3563099,
409231,19795180,BALMORAL HEIGHTS SUBD,1,,3509683,3058418,2118700,1434600,2756700,2077800,2142000,1781200,0,0,,,,,,,,,,1717000,,,,,,,,,,,,,,,,,,,,,
409233,19795500,UTILITIES UNLIMITED,1,300,3519156,3060085,2200000,4134282,4134282,4829400,4727700,4250000,5188700,5138500,4578000,4230700,4551000,3650000,3440000,3440000,3578000,4819671,,,,,,,,,,,,,,,,,,,,,,,
409234,19795520,DIXIE ESTATES SUBD,1,300,3510368,3052996,5369900,5370000,5370000,5475250,6513638,5129400,4859000,4598000,4210000,4597500,4920000,4189000,3875000,4064000,3801000,3769500,3800000,3606200,3320700,3550300,3807700,4612700,3427200,3413200,3105500,2956300,3710712,3080900,3367600,3526600,3154800,2946400,2767100,2631800,2152900,2142000,2320300,2441200,
409235,19795385,PHEASANT LAKE ESTATES MHP,1,400,3503470,3047834,11753000,11753000,11951925,11951925,14340000,12349060,12349060,19625310,19625310,18195250,,,,1075000,10825000,,,,,15105000,15105000,14965000,14965000,14965000,16863000,14719680,16986378,16986378,11516850,11516850,20207300,,14114340,13481640,14548680,16234740,14570910,16441650,
409237,19797870,AQUA ILLINOIS - WILLOWBROOK UTILITIES,2,570,3533555,3068500,629400,44180000,6344000,40991000,3108000,6885000,3917000,6600000,2445000,3597000,4131000,3403000,465000,5279000,5939000,785000,,,790000,276000,2893000,5157000,1864600,4860500,12000,50000,1518000,102000,232000,8000,11000,136000,156800,6000,2000,38000,24000,,
409238,19797870,AQUA ILLINOIS - WILLOWBROOK UTILITIES,1,500,3535912,3066380,39139739,2792000,48438000,9225000,56274000,56160000,56968000,86642000,75241000,70464000,72760000,75661000,71462000,80446000,74683000,7999700,,,86644000,81203000,82982000,88221000,87097000,69908000,62874000,65526000,70187000,65971000,51299000,44945000,68750000,61667000,47873000,10275000,4019000,27298000,47600000,,
409239,19790450,JOLIET,11,1623,3368617,3101260,299110000,430685000,439140000,421940000,439650000,382137000,490710000,457948000,467724000,387557000,534954000,571683000,564669000,511460000,516697000,,,,,539501045,,,661002599,661002599,405529000,275760000,212505000,212505000,203839000,347318000,260631000,428480000,424963000,394004000,360193000,,85430,173699000,
409240,19795080,SHOREWOOD,4,202,3353340,3103040,78740000,96000000,85884100,89064000,103720000,98243000,108087000,108087000,,40601667,57786000,66867000,39511000,39511000,,,,,2371000,29435000,19880000,1825000,,83932000,42805000,44985000,88894000,83171000,67795000,62998000,67008000,52604000,55257000,22093500,47650000,63385000,37533000,5257000,3312000
409241,19795080,SHOREWOOD,3,151,3353426,3100206,0,0,0,0,74200,5158800,5287000,5287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409242,19795080,SHOREWOOD,2,1499,3353028,3094365,11406000,3400000,9364500,13843000,12604000,20767000,16993000,16993000,,40601666,12147000,5399000,123000,123000,,,,,,,,,,,,,,,,,,,,,,,,,
409244,19795225,IMPERIAL MHP,3,1455,3355277,3093155,0,0,0,0,2481833,3100000,2674100,232810,2390400,4057425,3847525,3721470,3610220,3840055,2700860,,,,,,,,,,,,,,,,,,,,,,,,
409245,19795225,IMPERIAL MHP,2,1440,3355178,3093163,9670100,9839655,9899000,9026300,6318567,3232800,5482700,544680,5446800,3853620,4066615,3939720,3788210,3840055,2700860,,,,,,,,,,,,,,,,,,,,,,,,
409246,19795225,IMPERIAL MHP,1,580,3354927,3093189,125000,158000,198000,956900,1065900,3100000,966900,947100,933900,456855,452360,437610,422470,422470,2700860,,,,,,,,,,,,,,,,,,,,,,,,
409247,19790450,JOLIET,10,1572,3364839,3093690,414130000,294380000,324500000,409910000,470510000,393780000,565100000,531386000,506118000,530601000,543692000,485317000,456710000,343550000,444716000,,,,,464343213,,,568918399,568918399,437560000,484602000,285243000,285243000,137009000,417677000,562099000,544913000,406688000,392385000,544437000,,451308,503655000,
409248,19795080,SHOREWOOD,1,302,3353834,3089911,6024800,4200000,5760000,5471000,625000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409249,19795200,UTILITIES INC - CAMELOT UTILITIES INC,3,440,3353327,3076483,0,0,0,0,0,0,0,0,,,,1411000,,,,159840,159840,86000,,477760,,,,,,,,,,,,,,,,,,,
409250,19795200,UTILITIES INC - CAMELOT UTILITIES INC,2,280,3353369,3076697,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409251,19795200,UTILITIES INC - CAMELOT UTILITIES INC,1,1435,3353243,3076477,11514100,11919300,10457900,11341900,12938000,15731400,15731400,15731400,,17015000,20172000,21104000,19995000,22192000,17730930,23065180,23065180,18501400,16997800,14056100,,,18316795,18316795,18316795,17102141,21357000,23210300,19569199,22379800,17345108,,,,,,,,
409252,19795130,BEL-AIR SUBD,1,,3395770,3100098,2920000,2920000,2920000,2920000,2920000,2000000,2100000,2100000,,2178612,1257060,1257060,1716000,1716000,1103760,,,,,,,,,,,,,,,,,,,,,,,,
409253,19790450,JOLIET,4,1608,3391919,3100784,488960000,374950000,0,57280000,540885000,551960000,428575000,450190000,323600000,340980000,466740000,426270000,384880000,371120000,226630000,,,,,236632148,,,289924304,289924304,87750000,,,,,,,,,,,,,,
409255,19797930,JOLIET CORRECTIONAL CENTER,3,1600,3389429,3102192,0,0,0,0,0,0,0,0,,,79769600,,29179250,37261850,88566750,96364500,87499250,34335250,28714750,58894000,72744000,21109000,22447500,17065000,40848700,30344460,,,,,,,,,,,,,
409256,19797930,JOLIET CORRECTIONAL CENTER,2,1533,3388494,3102319,95999816,92397000,98927000,95001000,93423000,91653000,99374000,101294000,,101294000,19942400,140502100,93284500,74967900,,,,,0,,,,,,,,,,,,,,,,,,,,
409257,19797930,JOLIET CORRECTIONAL CENTER,1,780,3388679,3102448,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409258,19790450,JOLIET,9,1671,3373762,3094447,602500000,568510000,499870000,251700000,0,481717000,505200000,299530000,542227000,529292000,527007000,511370000,492770000,486090000,378719000,,,,,395433485,,,484489444,484489444,402723000,354375000,428498000,428498000,276946000,299444000,234224000,,,,,,,,
409259,19790450,JOLIET,605,1568,3385935,3098579,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
