p_num,isws_facility_id,owner,fac_well_num,depth_total_last_known,lam_x,lam_y,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
411523,19790060,AQUA ILLINOIS - VILLAGE WOODS,3,526,3511865,3050766,13882482,15103000,14509000,15051200,15624578,14317000,13547300,14361400,13684000,12672400,13545000,13889700,13290000,11839000,12132000,12029000,,,11024000,14592000,13504000,11977000,491000,264000,469000,391000,249000,593900,1093800,468100,156000,115900,302800,131000,269100,327700,320800,,
411525,19797870,AQUA ILLINOIS - WILLOWBROOK UTILITIES,3,457,3535582,3065958,,,,,,,,,,,,,,,,,,,,,,,,7646000,58875000,51602000,63789000,56993000,66199000,72413000,49550000,52315000,,84050000,91823000,68960000,54593000,,
411532,19713229,ODDS ON ACRES,1,180,3524946,3054313,,,,,,,,,,,,,,,,,,,,,,,21600,249600,249600,,,,109500,108900,105200,,,,,,,,
411564,19790130,GODLEY PUBLIC WATER DISTRICT,4,955,3345343,2988924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577918,5577918,13098768,14265000,16072100,12968900,14066800,10968251,
411611,19790450,JOLIET,22,1618,3370241,3093632,,,,,,,,,,,,,,,,,,,,,,,,,312205000,444224000,515464000,515464000,208170000,336860000,454945000,432528000,323147000,339550000,432912000,,304902,286392000,
411670,19790450,JOLIET,23,1655,3372341,3102947,,,,,,,,,,,,,,,,,,,,,,,,,,202559000,462758000,462758000,268423000,399147000,318451000,521388000,499016000,468988000,315279000,,97658,138075000,
411671,19790450,JOLIET,16,1520,3356707,3102453,,,,,,,,,,,,,,,,,,,,,,,270328125,270328125,98278000,117245000,227339000,227339000,129593000,202137000,203273000,135593000,97692000,216036000,,,233619,237231000,
411707,19790300,CRETE,8,550,,,,,,,,,,,,,,,,,,,,,,,,,,60437300,102364600,101982300,123246200,108282100,112416500,78703900,72128400,54030600,86214000,81746000,87034000,71640000,66226000,75421000,
411709,19790300,CRETE,9,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247700,27810000,43429800,60373900,56391500,65125600,58853600,60067500,61574000,50998300,50154800,52267700,
411710,19790500,LOCKPORT,11,310,3399455,3121389,,,,,,,,,,,,,,,,,,,,,,,,126609375,66995000,66995000,,,,,,,45929000,,,,0,,
411711,19790500,LOCKPORT,12,340,3403366,3124244,,,,,,,,,,,,,,,,,,,,,,,,126609375,95191000,95191000,103950000,97740000,111437000,132177000,,,268466000,,,,0,,
411712,19790500,LOCKPORT,13,297,3402168,3128968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138260000,,,,0,,
411713,19790500,LOCKPORT,14,390,3403955,3129584,,,,,,,,,,,,,,,,,,,,,,,,,44784000,44784000,37370000,25145000,26604000,15946000,105349000,27515000,,52580400,81603000,100645282,102737000,91616900,111103000
411733,19713233,LINCOLNSHIRE COUNTRY CLUB,4,75,3515124,3072543,,,,,,,,,,,,,,,,,,,,,,,15735137,15735137,,,,,,,,,,,,,,,
411734,19713233,LINCOLNSHIRE COUNTRY CLUB,5,130,3515124,3072543,,,,,,,,,,,,,,,,,,,,,,,13000000,13000000,,,,,,,,,,,,,,,
411781,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,15,320,3394695,3159601,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,37000,42000,47000,39000,39000,,,,,,,
411783,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,17,338,3394069,3162097,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,148000,127000,134000,42000,42000,,,,,,,
411785,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,19,170,3370449,3157349,,,,,,,,,,,,,,,,,,,,,,,,,,74000,85000,92000,86000,93000,34000,34000,,,,,,,
411795,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,20,178,3372573,3150126,,,,,,,,,,,,,,,,,,,,,,,,,,194000,120000,131000,688000,718000,38000,38000,,,,,,,
411796,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,21,274,3398876,3158162,,,,,,,,,,,,,,,,,,,,,,,,,,90000,85000,96000,93000,97000,67000,67000,,,,,,,
411797,19794151,ILLINOIS AMERICAN - WEST SUBURBAN DIV,22,243,3393762,3151755,,,,,,,,,,,,,,,,,,,,,,,,,,40000,75000,84000,74000,68000,51000,51000,,,,,,,
411834,19795140,BONNIE BRAE - FOREST MANOR SAN DIST,1,310,3399455,3121389,56047000,53564000,55388000,59540000,56067000,54569000,49810000,46580000,22330000,51033000,46840000,18014000,22079000,28293000,44086000,55113000,40315000,38225000,48014000,,,,,,,,,,,,,,,,,,,,
411835,19795140,BONNIE BRAE - FOREST MANOR SAN DIST,2,340,3403366,3124244,,,,,,,,,22330000,,,30873000,43407000,39719000,36962000,45551000,43994000,49174000,40926000,,,,,,,,,,,,,,,,,,,,
411843,19790200,CHANNAHON,5,55,3345618,3065962,,,,,,,,,,,,,,,,,,,,,,,,,1470000,27418000,33337000,19635000,7097000,3046000,12099000,27610000,25000000,29439000,21597000,19198000,15572000,23692000,
411881,19714747,EVERGREEN SOD FARM,6,390,3477058,3024570,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000,19500000,14000000,12500000,11300000,9400000,,,,,,10000,
411896,19713229,ODDS ON ACRES,3,180,3524946,3054313,,,,,,,,,,,,,,,,,,,,,,,,992472,992472,,,,100000,110000,98000,,,,,,,,
411897,19713229,ODDS ON ACRES,4,180,3524946,3054313,,,,,,,,,,,,,,,,,,,,,,,,25480,25480,,,,10000,10100,9500,,,,,,,,
411911,19713720,EXXON MOBIL OIL CORP - JOLIET REFINERY,3,1595,3359615,3054490,,,,,,,,,,,,,,,,,,,,,,,,,57116805,569557999,553416506,709119775,619581965,664362257,583865681,624796426,635889336,709267864,550874425,547835595,481056228,485570826,
411967,19713940,KALUZNY BROS INC,3,970,3371537,3085316,,,,,,,,,,,,,,,,,,,,,,,,4346400,4346400,4431400,4431400,1681000,2070600,9802400,13346600,,11692500,12448000,12220000,11990000,12550000,,
411969,19790200,CHANNAHON,6,1625,3343575,3050648,,,,,,,,,,,,,,,,,,,,,,,,,,,11959000,101905000,108983000,120286000,100782000,63563000,79424000,54901000,91522000,85100000,109067000,97280000,
412000,19790400,FRANKFORT,11,470,3440081,3077130,,,,,,,,,,,,,,,,,,,,,,,,,,,136683000,203323000,160660000,183699000,194929000,242430000,288734000,217990000,301190000,317540000,194060000,77917000,
412001,19790400,FRANKFORT,12,470,3440138,3077130,,,,,,,,,,,,,,,,,,,,,,,,,,,89192000,196763000,101591000,146764000,225760000,137959000,126661000,173679000,90164000,57511000,181583000,289448000,
412019,19790550,MANHATTAN,8,1730,3414974,3063837,,,,,,,,,,,,,,,,,,,,,,,,,,,,8805425,222239000,266890000,143833000,110332772,119157168,111777164,205782366,101560034,112099172,127733753,
412032,19714835,AUTOBAHN COUNTRY CLUB LLC,1,180,3375427,3068963,,,,,,,,,,,,,,,,,,,,,,,,,72000,288000,288000,200000,220000,220000,222000,220000,200000,186000,186000,,180000,,
412033,19714835,AUTOBAHN COUNTRY CLUB LLC,2,180,3375427,3068963,,,,,,,,,,,,,,,,,,,,,,,,,45000,288000,288000,100000,105000,105000,106000,106000,100000,110000,110000,,110000,,
412034,19714835,AUTOBAHN COUNTRY CLUB LLC,3,300,3374107,3070943,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,50000,55000,79000,79000,79000,79000,78000,78000,,78000,,
412035,19714835,AUTOBAHN COUNTRY CLUB LLC,4,300,3376747,3070283,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,55000,55000,55000,55000,55000,54000,54000,,54000,,
412036,19714290,PRAIRIE MATERIALS- ADDISON READY MIX,2,300,3390029,3133304,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024590,,,,,,,,,,,
412043,19714520,PLAINFIELD COMMUNITY SCHOOL DISTRICT,1,120,3352417,3141447,,,,,,,,,,,,,,,,,,,,,,,,,11966768,11966768,11966768,6879600,6879600,6879600,6879600,,,6879600,6879600,6879600,6879600,6879600,
412044,19714520,PLAINFIELD COMMUNITY SCHOOL DISTRICT,3,260,3351254,3121186,,,,,,,,,,,,,,,,,,,,,,,,,2991692,2991692,2991692,1398600,1398600,199800,1398600,,,1398600,1398600,1398600,1398600,0,
412045,19714520,PLAINFIELD COMMUNITY SCHOOL DISTRICT,4,225,3351254,3121186,,,,,,,,,,,,,,,,,,,,,,,,,2991692,2991692,2991692,1398600,1398600,2797200,1398600,,,1398600,1398600,1398600,1398600,0,
412048,19701200,I.U.O.E. LOCAL 150,1,275,3387047,3026855,,,,,,,,,,,,,,,,,,,,,,,,,180000,87000,109625,132250,345000,717600,717600,2033200,,1965120,,,,,
412051,19714500,NORTHFIELD BLOCK- CHANNAHON,1,607,3363550,3069859,,,,,,,,,,,,,,,,,,,,,,,,,595238,595238,1806708,432000,496410,,,,,,,,,,
412055,19791150,FOSSIL ROCK RECREATION AREA,1,580,3354070,3013225,,,,,,,,,,,,,,,,,,,,,,,,2763820,2763820,2763820,1627730,1754980,1658730,1698910,1510300,1780850,,,1600280,,,,
412076,19790450,JOLIET,24,1663,3391953,3103346,,,,,,,,,,,,,,,,,,,,,,,,,,65645000,340991000,340991000,22755000,264097000,200884000,175657000,437053000,274911000,427153000,,269057,577078000,
412170,19716655,CENTRAL SOD FARMS - WILL CTY,10,700,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000,3030000,16000000,2100000,4200000,8070000,2100000,4100000,4030000,,,,,,
412178,19790500,LOCKPORT,15,403,3412529,3115737,,,,,,,,,,,,,,,,,,,,,,,,,,,27345000,84536000,139396000,171117000,153696000,202503000,,282711000,297758000,235776000,248651000,261137000,173330000
412197,19790130,GODLEY PUBLIC WATER DISTRICT,3,950,3344568,2988234,,,,,,,,,,,,,,,,,,,,,,,,,10100,440800,536300,536300,625200,487000,505210,505210,1692282,2000,31000,32700,31000,4465839,
412237,19795680,FAIR ACRES SUBD,3,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
412241,19790050,BEECHER,5,575,3516266,3036671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33759000,17337000,22105000,25742000,53303000,44856000,48038000,51744000,
412262,19790450,JOLIET,301,127,3407825,3104880,,,,,,,,,,,,,,,,,,,,,,,,,,101636000,330000,330000,330000,160612000,157861000,138312000,173462000,188179000,195489000,,238467,283904000,
412263,19790450,JOLIET,302,100,3408297,3102906,,,,,,,,,,,,,,,,,,,,,,,,,,158329000,162664000,162664000,75449000,128280000,130038000,97628000,123327000,131441000,125716000,,168458,202016000,
412264,19790450,JOLIET,303,83,3407912,3100264,,,,,,,,,,,,,,,,,,,,,,,,,,187941000,153622000,153622000,153622000,145054000,155645000,133542000,169014000,180221000,178659000,,187746,233777000,
412265,19716655,CENTRAL SOD FARMS - WILL CTY,11,325,3351069,3157274,,,,,,,,,,,,,,,,,,,,,,,,,,180000,,,,,,,,,,,,,
412267,19790450,JOLIET,304,121,3410684,3107394,,,,,,,,,,,,,,,,,,,,,,,,,,86929000,85894000,85894000,98861000,151123000,148583000,120600000,152932000,163391000,174298000,,212552,228647000,
412268,19790450,JOLIET,305,90,3409856,3106133,,,,,,,,,,,,,,,,,,,,,,,,,,76535000,91593000,91593000,109886000,194441000,152632000,112240000,157052000,174950000,176871000,,187445,165903000,
412272,19729982,OZINGA BROS INC - MOKENA PLANT,4,1500,3359683,3124831,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,4200000,2900000,1000000,250000,150000,350000,450000,1400000,1760000,3440000,920000,99000,
421920,19795080,SHOREWOOD,8,1631,3341719,3082203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99532000,197172000,208194000,218255000,121839000,141179600,226304000,254553000,300856000,234846000,217530000
421992,19708130,"WALSH LANDSCAPING, INC",1,220,3374649,3155662,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,240000,240000,0,,,,,,,,
422517,19790400,FRANKFORT,13,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6831000,53478000,70945000,59745000,
422518,19790400,FRANKFORT,14,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1671000,10871000,27223000,56966000,
422848,19716000,HOMER INDUSTRIES,1,160,3404336,3135434,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,
423302,19713590,"FLINT HILLS RESOURCES CHEMICAL INTERMEDIATES, LLC",5,1515,3359192,3064999,,,,,,,,,,,,,,,,,,,,,,,,,,,,404000000,366100000,377300000,377900000,372963888,274484870,320695100,287441350,213301413,355979409,357105825,
430352,19790850,ROCKDALE,6,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
431560,19714520,PLAINFIELD COMMUNITY SCHOOL DISTRICT,8,60,3358983,3143881,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402000,3402000,75600,3402000,,,3402000,3402000,3402000,3402000,3402000,
432145,19795080,SHOREWOOD,9,1631,3347911,3081724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117238000,91716500,10947000,,,47945000,49940700
432165,19713720,EXXON MOBIL OIL CORP - JOLIET REFINERY,4,1589,3358295,3054490,,,,,,,,,,,,,,,,,,,,,,,,,,,5908520,67714044,660214355,444291364,690288737,671592213,627998715,379115620,350608855,666763261,635550844,610359018,
432737,19770000,FRANKFORT PARK DISTRICT,3,385,3458603,3097369,,,,,,,,,,,,,,,,,,,,,,,,,,480000,480000,360000,360000,360000,2430000,28000,16820000,,,,,,
434090,19714520,PLAINFIELD COMMUNITY SCHOOL DISTRICT,9,60,3358983,3143881,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402000,3402000,6804000,3402000,,,3402000,3402000,3402000,3402000,3402000,
434424,19770020,CARILLON CLUB,2,300,3346870,3161221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000,2750000,3000000,3000000,3000000,,,,,,
434425,19770020,CARILLON CLUB,3,300,3346870,3161221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216000,,400000,4000,400000,,,,,,
436017,19713329,ALSIP NURSERY #2,2,140,3450589,3087142,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100000,4100000,4100000,4100000,4100000,4100000,4100000,,4100000,4100000,4100000,
437086,19713337,GREEN GARDEN GOLF COURSE,9,180,3456909,3058133,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,220000,200000,260000,275000,275000,290000,289000,280000,291000,290000,,
438389,19713936,JOLIET PARK DISTRICT,5,280,3407201,3099339,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,33600,,1188000,1160200,1362600,,,,,,
438519,19790400,FRANKFORT,N15,500,3456462,3070672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
444131,19790500,LOCKPORT,17,260,3415652,3117065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54986000,157043000,,,212829000,180761000,232858000,265887000,210482000,168938680
444377,19790450,JOLIET,29,1548,3371651,3065440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441104000,420039000,260097000,217565000,360407000,,344901,303169000,
446519,19712795,EXELON - BRAIDWOOD STATION,3,1750,3348643,2992224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22449000,37251058,45023000,39106197,41495072,40511148,40994659,37567000,36583068,
456043,19790450,JOLIET,30,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127740000,276554000,260562000,302928000,,292267,315187000,
457074,19713760,STYROLUTION AMERICA LLC,2,1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45808201,61649929,53482324,35716535,34846651,39875557,40303122,
457430,19713330,ELWOOD ENERGY LLC,2,120,3382283,3067270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,,,,,,,0,0,0
460835,19790850,ROCKDALE,7,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
463462,19714000,VCNA PRARIE - YARD 1006 - ROMEOVILLE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4974550,3167596,2210591,2667613,3352545,3352545,,,,,,,
463573,19790900,ROMEOVILLE,14,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
465441,19790900,ROMEOVILLE,15,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
494169,19711000,DIVERSIFIED CPC INTL,1,808,3354503,3052994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456380,
